address,business_area,cityname,id,lat,lon,name,pname,tel,type
(在建)14号线;8号线,,上海市,BV10039915,31.227182,121.479326,大世界(地铁站),上海市,[],交通设施服务;地铁站;地铁站
1号线,,上海市,BV10039891,31.238373,121.468151,新闸路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)14号线;1号线,,上海市,BV10039892,31.222745,121.473306,黄陂南路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
13号线,,上海市,BV10039781,31.236451,121.462366,自然博物馆(地铁站),上海市,[],交通设施服务;地铁站;地铁站
12号线;8号线,,上海市,BV10039914,31.242307,121.471543,曲阜路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
12号线;13号线;2号线,,上海市,BV10039782,31.229853,121.459971,南京西路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
10号线;2号线,,上海市,BV10039900,31.238101,121.484628,南京东路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)14号线;10号线,,上海市,BV10030419,31.227801,121.487473,豫园(地铁站),上海市,[],交通设施服务;地铁站;地铁站
13号线,,上海市,BV10039783,31.220280,121.464514,淮海中路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
10号线;12号线,,上海市,BV10039933,31.243829,121.482473,天潼路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
10号线;13号线,,上海市,BV10039784,31.216367,121.475182,新天地(地铁站),上海市,[],交通设施服务;地铁站;地铁站
12号线;13号线;1号线,,上海市,BV10030213,31.241883,121.458699,汉中路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
10号线;8号线,,上海市,BV10024873,31.219014,121.483793,老西门(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线,陆家嘴,上海市,BV11184132,31.223206,121.517888,潍坊路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
3号线;4号线,,上海市,BV10039990,31.251523,121.476298,宝山路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
10号线;12号线;1号线,,上海市,BV10039893,31.215150,121.458744,陕西南路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
8号线,,上海市,BV10028891,31.253228,121.469026,中兴路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
13号线;9号线,,上海市,BV10039785,31.209520,121.477256,马当路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线,,上海市,BV11184143,31.278921,121.472016,水电路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
10号线,,上海市,BV10039974,31.252035,121.484208,四川北路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
8号线;9号线,,上海市,BV10039882,31.211789,121.486115,陆家浜路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线,南码头,上海市,BV11184141,31.193104,121.507091,南码头路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)14号线;2号线;7号线,,上海市,BV10025485,31.223083,121.446221,静安寺(地铁站),上海市,[],交通设施服务;地铁站;地铁站
9号线,,上海市,BV10025891,31.206309,121.468681,打浦桥(地铁站),上海市,[],交通设施服务;地铁站;地铁站
7号线,,上海市,BV10039863,31.233749,121.442617,昌平路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)14号线;2号线,陆家嘴,上海市,BV10029743,31.238195,121.502262,陆家嘴(地铁站),上海市,[],交通设施服务;地铁站;地铁站
9号线,,上海市,BV10030206,31.216866,121.498398,小南门(地铁站),上海市,[],交通设施服务;地铁站;地铁站
13号线,,上海市,BV10039780,31.244282,121.444830,江宁路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
1号线;7号线,,上海市,BV10039862,31.213524,121.449141,常熟路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
12号线,北外滩,上海市,BV10039932,31.250160,121.498158,国际客运中心(地铁站),上海市,[],交通设施服务;地铁站;地铁站
3号线,,上海市,BV10039989,31.259886,121.480202,东宝兴路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
1号线,,上海市,BV10024692,31.258891,121.459204,中山北路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
12号线;9号线,,上海市,BV10039881,31.202820,121.460704,嘉善路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)25号线,,上海市,BV11063232,31.186912,121.426978,古宜路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
10号线;4号线,,上海市,BV10039975,31.259303,121.488697,海伦路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)14号线,曹家渡,上海市,BV10039948,31.227030,121.436486,武定路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线,凉城,上海市,BV11184137,31.292171,121.466949,广粤路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
8号线,和田,上海市,BV10039913,31.263505,121.468769,西藏北路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
4号线,五里桥,上海市,BV10039997,31.199221,121.475148,鲁班路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
4号线,,上海市,BV10025227,31.208504,121.499725,南浦大桥(地铁站),上海市,[],交通设施服务;地铁站;地铁站
4号线;8号线,,上海市,BV10039916,31.201967,121.489555,西藏南路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
10号线,,上海市,BV10039973,31.207960,121.444363,上海图书馆(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)14号线;(规划)19号线,,上海市,BV10039949,31.238385,121.511824,浦东南路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
13号线,五里桥,上海市,BV10592246,31.197572,121.481592,世博会博物馆(地铁站),上海市,[],交通设施服务;地铁站;地铁站
1号线,,上海市,BV10039894,31.204528,121.446424,衡山路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
3号线;4号线,,上海市,BV10039991,31.254568,121.441001,中潭路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)14号线;13号线,,上海市,BV10039778,31.234346,121.430504,武宁路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线;12号线,北外滩,上海市,BV10024879,31.253518,121.506801,提篮桥(地铁站),上海市,[],交通设施服务;地铁站;地铁站
2号线,,上海市,BV10039899,31.233270,121.515556,东昌路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线;9号线,,上海市,BV10039883,31.230258,121.516275,商城路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
7号线;9号线,,上海市,BV10039861,31.199436,121.450212,肇嘉浜路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
11号线;2号线,中山公园,上海市,BV10039805,31.220411,121.430642,江苏路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线;4号线,,上海市,BV10039995,31.260874,121.500696,临平路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
12号线;4号线,,上海市,BV10039940,31.194057,121.463278,大木桥路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
3号线;4号线;7号线,,上海市,BV10039864,31.246369,121.429779,镇坪路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线,,上海市,BV11184125,31.304892,121.467575,丰镇路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)14号线;4号线,,上海市,BV10039950,31.239974,121.519385,浦东大道(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线,三林镇,上海市,BV11184144,31.156120,121.475838,前滩(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线;10号线,,上海市,BV10024783,31.268533,121.494362,邮电新村(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)25号线,虹梅路,上海市,BV11063229,31.184270,121.402963,古北新城(地铁站),上海市,[],交通设施服务;地铁站;地铁站
11号线;13号线,,上海市,BV10039777,31.230509,121.423576,隆德路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
1号线,,上海市,BV10039890,31.271675,121.455329,延长路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)23号线,,上海市,BV11184126,31.154285,121.456923,龙水南路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
4号线,北外滩,上海市,BV10039996,31.251935,121.517210,杨树浦路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
12号线;4号线,,上海市,BV10039931,31.257938,121.513088,大连路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
4号线;7号线,龙华,上海市,BV10039860,31.190819,121.454897,东安路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
10号线;11号线,,上海市,BV10025307,31.202213,121.435253,交通大学(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线;4号线,塘桥,上海市,BV10034167,31.209762,121.518690,塘桥(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线,,上海市,BV11184139,31.315500,121.468353,保德路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线,三林镇,上海市,BV11184138,31.147373,121.475639,前滩南(地铁站),上海市,[],交通设施服务;地铁站;地铁站
2号线;4号线;6号线;9号线,潍坊社区,上海市,BV10039835,31.228682,121.527213,世纪大道(地铁站),上海市,[],交通设施服务;地铁站;地铁站
8号线,曲阳,上海市,BV10039912,31.276524,121.491138,曲阳路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)14号线;11号线;3号线;4号线,,上海市,BV10039804,31.239302,121.417701,曹杨路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
12号线;7号线,龙华,上海市,BV10039859,31.183843,121.457054,龙华中路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
10号线;8号线,,上海市,BV10025270,31.274880,121.501488,四平路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线;8号线,,上海市,BV10039917,31.185242,121.493626,中华艺术宫(地铁站),上海市,[],交通设施服务;地铁站;地铁站
7号线,,上海市,BV10039865,31.256198,121.421939,岚皋路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线;13号线,,上海市,BV10029559,31.182789,121.484313,世博大道(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)14号线,洋泾,上海市,BV10039951,31.241076,121.530053,源深路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
3号线,曲阳,上海市,BV10039988,31.281247,121.482429,赤峰路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
4号线;6号线,塘桥,上海市,BV10039833,31.211672,121.527627,蓝村路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)25号线,,上海市,BV11063233,31.176925,121.385950,虹桥镇(地铁站),上海市,[],交通设施服务;地铁站;地铁站
1号线,,上海市,BV10039889,31.279895,121.452023,上海马戏城(地铁站),上海市,[],交通设施服务;地铁站;地铁站
8号线,鞍山,上海市,BV10033521,31.273242,121.509685,鞍山新村(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)23号线,,上海市,BV11184128,31.139365,121.451742,龙瑞路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
3号线;4号线,虹桥,上海市,BV10039992,31.209616,121.417062,延安西路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)23号线;4号线,龙华,上海市,BV10024951,31.185605,121.443529,上海体育场(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线,,上海市,BV11184133,31.326193,121.467567,江杨南路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)14号线,,上海市,BV10039947,31.246186,121.412843,中宁路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
6号线,洋泾,上海市,BV10039836,31.233004,121.534642,源深体育中心(地铁站),上海市,[],交通设施服务;地铁站;地铁站
11号线,,上海市,BV10039803,31.241850,121.411402,枫桥路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
7号线,,上海市,BV10039866,31.263952,121.422682,新村路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)18号线,,上海市,BV10718372,31.258683,121.526916,平凉路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
6号线,南码头,上海市,BV10039831,31.193202,121.516695,临沂新村(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)18号线;12号线,,上海市,BV10039930,31.264570,121.523697,江浦公园(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)18号线,,上海市,BV10718382,31.253173,121.531723,丹阳路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
7号线,,上海市,BV10039856,31.182212,121.500439,云台路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
6号线;7号线,,上海市,BV10025916,31.185761,121.509845,高科西路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
10号线;3号线;4号线,虹桥,上海市,BV10039972,31.197524,121.420814,虹桥路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)25号线,,上海市,BV11063228,31.174382,121.376219,金汇路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
7号线;8号线,,上海市,BV10039857,31.178513,121.494605,耀华路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
1号线;4号线,龙华,上海市,BV10026004,31.182813,121.437423,上海体育馆(地铁站),上海市,[],交通设施服务;地铁站;地铁站
10号线,,上海市,BV10024697,31.282086,121.506357,同济大学(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)18号线;8号线,,上海市,BV10039911,31.274946,121.518379,江浦路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
3号线,曲阳,上海市,BV10030068,31.289433,121.483216,大柏树(地铁站),上海市,[],交通设施服务;地铁站;地铁站
13号线;7号线,,上海市,BV10039786,31.174452,121.487775,长清路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
11号线,龙华,上海市,BV10024941,31.179123,121.441424,上海游泳馆(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)14号线;11号线,真如镇街道,上海市,BV10039802,31.250767,121.407219,真如(地铁站),上海市,[],交通设施服务;地铁站;地铁站
3号线;4号线;9号线,,上海市,BV10039880,31.186717,121.427194,宜山路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)14号线;(在建)18号线,洋泾,上海市,BV10039952,31.244225,121.540751,昌邑路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线;7号线,,上海市,BV10039858,31.171918,121.473756,后滩(地铁站),上海市,[],交通设施服务;地铁站;地铁站
7号线,,上海市,BV10039867,31.274047,121.422949,大华三路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线;(规划)23号线,,上海市,BV11184145,31.124356,121.456665,华泾(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)18号线;6号线,洋泾,上海市,BV10039837,31.235851,121.543527,民生路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
11号线;12号线,龙华,上海市,BV10024943,31.172672,121.452958,龙华(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线,,上海市,BV11184142,31.341402,121.465302,淞南(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)15号线;2号线,古北,上海市,BV10039901,31.211158,121.404058,娄山关路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
3号线,龙华,上海市,BV10039993,31.176746,121.438410,漕溪路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
10号线,虹桥,上海市,BV10039971,31.196540,121.412080,宋园路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
7号线,,上海市,BV10039855,31.187566,121.525087,杨高南路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
2号线,,上海市,BV10031164,31.218820,121.544439,上海科技馆(地铁站),上海市,[],交通设施服务;地铁站;地铁站
12号线,,上海市,BV10039929,31.268574,121.532352,宁国路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
1号线,,上海市,BV10030431,31.292556,121.450251,汶水路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)18号线,,上海市,BV10718378,31.284086,121.515622,抚顺路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线,三林镇,上海市,BV11184130,31.117109,121.478401,林浦(地铁站),上海市,[],交通设施服务;地铁站;地铁站
13号线;8号线,上南,上海市,BV10025911,31.170511,121.496326,成山路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)25号线,七宝,上海市,BV11063231,31.168180,121.360460,航东路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)18号线;9号线,,上海市,BV10039884,31.227510,121.548664,杨高中路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)15号线,,上海市,BV10820974,31.223965,121.396269,长风公园(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)15号线,真如镇街道,上海市,BV10820987,31.244844,121.396986,梅岭北路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)18号线;10号线,,上海市,BV10025272,31.289276,121.510024,国权路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
11号线,龙华,上海市,BV10039806,31.166488,121.458519,云锦路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)23号线;12号线;3号线,龙华,上海市,BV10039938,31.169458,121.444383,龙漕路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)14号线;(在建)15号线,真如,上海市,BV10039946,31.250763,121.397436,铜川路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
8号线,延吉,上海市,BV10039910,31.278814,121.528401,黄兴路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)15号线;13号线,,上海市,BV10039808,31.231752,121.394431,大渡河路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
10号线,古北,上海市,BV10039970,31.198880,121.403899,伊犁路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)15号线,古北,上海市,BV10820972,31.191451,121.409074,姚虹路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
13号线;6号线,,上海市,BV10039787,31.172646,121.510868,东明路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)15号线;(规划)25号线,,上海市,BV10820988,31.186788,121.413461,吴中路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)18号线,,上海市,BV10718373,31.295575,121.500319,复旦大学(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)18号线,,上海市,BV10718381,31.220216,121.551313,迎春路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
6号线,洋泾,上海市,BV10039838,31.239145,121.552314,北洋泾路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)15号线;11号线,真如,上海市,BV10024610,31.262693,121.400926,上海西站(地铁站),上海市,[],交通设施服务;地铁站;地铁站
7号线,,上海市,BV10039868,31.284942,121.421493,行知路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)14号线,洋泾,上海市,BV10031172,31.250417,121.551222,歇浦路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
2号线,,上海市,BV10032793,31.209421,121.550909,世纪公园(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)23号线,,上海市,BV11184129,31.106469,121.454136,关港(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)15号线,古北,上海市,BV10820978,31.199710,121.398482,红宝石路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线,春申,上海市,BV11184124,31.110491,121.428963,兴梅路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
12号线;1号线,漕河泾,上海市,BV10026584,31.168344,121.433143,漕宝路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
13号线,六里,上海市,BV10946926,31.176276,121.526567,华鹏路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
7号线,,上海市,BV10039854,31.187592,121.540041,锦绣路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
11号线,,上海市,BV10039807,31.159720,121.459702,龙耀路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
8号线,三林镇,上海市,BV10025899,31.161054,121.493443,杨思(地铁站),上海市,[],交通设施服务;地铁站;地铁站
9号线,,上海市,BV10960994,31.231845,121.558431,芳甸路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)15号线;9号线,漕河泾,上海市,BV10039879,31.174791,121.418064,桂林路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
3号线,江湾,上海市,BV10026161,31.305566,121.485064,江湾镇(地铁站),上海市,[],交通设施服务;地铁站;地铁站
2号线,,上海市,BV10039902,31.214870,121.387285,威宁路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
12号线,,上海市,BV10039928,31.275213,121.544692,隆昌路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
10号线,,上海市,BV10039969,31.199482,121.392259,水城路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
7号线,,上海市,BV10039853,31.193110,121.550115,芳华路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)14号线,,上海市,BV10039953,31.256966,121.558478,龙居路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
13号线,长征,上海市,BV10039809,31.232235,121.381948,真北路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
1号线,,上海市,BV10025089,31.306604,121.448642,彭浦新村(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)25号线,,上海市,BV11063230,31.165288,121.329702,沪星路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
3号线,龙华,上海市,BV10039994,31.157949,121.443205,石龙路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
8号线,延吉,上海市,BV10039909,31.288543,121.534941,延吉中路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
13号线,北蔡,上海市,BV10039788,31.179295,121.540189,下南路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
7号线,,上海市,BV10030231,31.293320,121.416548,大场镇(地铁站),上海市,[],交通设施服务;地铁站;地铁站
11号线;6号线;8号线,三林镇,上海市,BV10032522,31.153366,121.480304,东方体育中心(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)18号线,江湾,上海市,BV10718380,31.308016,121.496234,政立路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)14号线,真光,上海市,BV10030032,31.253335,121.384022,真光路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)15号线;12号线,漕河泾,上海市,BV10024842,31.166986,121.419654,桂林公园(地铁站),上海市,[],交通设施服务;地铁站;地铁站
6号线,,上海市,BV10039839,31.245400,121.564237,德平路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)19号线,,上海市,BV11184123,31.373602,121.463074,吴淞(地铁站),上海市,[],交通设施服务;地铁站;地铁站
7号线,,上海市,BV10039850,31.211212,121.562754,花木路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
11号线,桃浦,上海市,BV10039801,31.269020,121.389969,李子园(地铁站),上海市,[],交通设施服务;地铁站;地铁站
10号线,五角场,上海市,BV10039976,31.304293,121.513314,江湾体育场(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)25号线,,上海市,BV11063234,31.168320,121.321318,沪亭北路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
6号线,三林镇,上海市,BV10039830,31.159907,121.515787,高青路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)23号线,,上海市,BV11184127,31.085797,121.459275,车沟桥(地铁站),上海市,[],交通设施服务;地铁站;地铁站
8号线,,上海市,BV10039908,31.295389,121.533383,黄兴公园(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)15号线,桃浦,上海市,BV10820971,31.276339,121.391393,武威东路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
12号线,,上海市,BV10039927,31.279788,121.552655,爱国路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)18号线,,上海市,BV10718370,31.191928,121.559112,芳芯路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)25号线,徐泾,上海市,BV11063236,31.173264,121.308877,沪青平公路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
6号线,三林镇,上海市,BV10039827,31.148665,121.495295,灵岩南路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
13号线,北蔡,上海市,BV10029748,31.180131,121.552017,北蔡(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(规划)25号线,徐泾,上海市,BV11063238,31.180088,121.303992,会卓路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)15号线,桃浦,上海市,BV10820983,31.282605,121.391986,古浪路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
12号线,漕河泾,上海市,BV10607588,31.164033,121.410553,虹漕路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
2号线,北新泾,上海市,BV10030316,31.216395,121.373998,北新泾(地铁站),上海市,[],交通设施服务;地铁站;地铁站
10号线,江湾,上海市,BV10039977,31.313214,121.508340,三门路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
2号线,,上海市,BV11277590,31.214107,121.656269,唐镇(地铁站),上海市,[],交通设施服务;地铁站;地铁站
10号线,,上海市,BV10039968,31.194400,121.380034,龙溪路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)14号线;6号线,金桥,上海市,BV10039840,31.250413,121.572775,云山路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
6号线,三林镇,上海市,BV10039828,31.149030,121.506151,上南路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
(在建)14号线,,上海市,BV10039945,31.255058,121.373672,真新新村(地铁站),上海市,[],交通设施服务;地铁站;地铁站
7号线,,上海市,BV10039869,31.303685,121.413661,场中路(地铁站),上海市,[],交通设施服务;地铁站;地铁站
