OBJECTID,x,y
0,120.084,30.23676575
1,120.09407066666667,30.23676575
2,120.10414133333333,30.23676575
3,120.11421200000001,30.23676575
4,120.12428266666667,30.23676575
5,120.13435333333334,30.23676575
6,120.144424,30.23676575
7,120.084,30.228699499999998
8,120.09407066666667,30.228699499999998
9,120.10414133333333,30.228699499999998
10,120.11421200000001,30.228699499999998
11,120.12428266666667,30.228699499999998
12,120.13435333333334,30.228699499999998
13,120.144424,30.228699499999998
14,120.084,30.22063325
15,120.09407066666667,30.22063325
16,120.10414133333333,30.22063325
17,120.11421200000001,30.22063325
18,120.12428266666667,30.22063325
19,120.13435333333334,30.22063325
20,120.144424,30.22063325
21,120.084,30.212567
22,120.09407066666667,30.212567
23,120.10414133333333,30.212567
24,120.11421200000001,30.212567
25,120.12428266666667,30.212567
26,120.13435333333334,30.212567
27,120.144424,30.212567
28,120.084,30.20450075
29,120.09407066666667,30.20450075
30,120.10414133333333,30.20450075
31,120.11421200000001,30.20450075
32,120.12428266666667,30.20450075
33,120.13435333333334,30.20450075
34,120.144424,30.20450075
35,120.084,30.196434500000002
36,120.09407066666667,30.196434500000002
37,120.10414133333333,30.196434500000002
38,120.11421200000001,30.196434500000002
39,120.12428266666667,30.196434500000002
40,120.13435333333334,30.196434500000002
41,120.144424,30.196434500000002
42,120.084,30.18836825
43,120.09407066666667,30.18836825
44,120.10414133333333,30.18836825
45,120.11421200000001,30.18836825
46,120.12428266666667,30.18836825
47,120.13435333333334,30.18836825
48,120.144424,30.18836825
49,120.084,30.180302
50,120.09407066666667,30.180302
51,120.10414133333333,30.180302
52,120.11421200000001,30.180302
53,120.12428266666667,30.180302
54,120.13435333333334,30.180302
55,120.144424,30.180302
56,120.084,30.172235750000002
57,120.09407066666667,30.172235750000002
58,120.10414133333333,30.172235750000002
59,120.11421200000001,30.172235750000002
60,120.12428266666667,30.172235750000002
61,120.13435333333334,30.172235750000002
62,120.144424,30.172235750000002
63,120.084,30.244832
64,120.09407066666667,30.244832
65,120.10414133333333,30.244832
66,120.11421200000001,30.244832
67,120.12428266666667,30.244832
68,120.13435333333334,30.244832
69,120.144424,30.244832
70,120.084,30.180302
71,120.09407066666667,30.180302
72,120.10414133333333,30.180302
73,120.11421200000001,30.180302
74,120.12428266666667,30.180302
75,120.13435333333334,30.180302
76,120.144424,30.180302
